,calories,time,link,name,description,query,ingredients,macros
549,224 ккал,2 ч,https://1000.menu/cooking/217-pirog-s-kapustoi-iz-sloenogo-testa,Пирог с капустой из слоеного теста,"Быстрый, простой, для всей семьи, самый вкусный!",пирог,"['Слоёное тесто - 500 гр', 'Капуста - 600 гр', 'Яйца - 4 шт.', 'Зелень - 20 гр', 'Сливочное масло - 70 гр', 'Сахар - 1 чайн.л.', 'Перец черный молотый -  по вкусу', 'Соль -  по вкусу', 'Яичные желтки - 1 шт.']","['Белки 14%', 'Жиры 43%', 'Углеводы 43%']"
550,259 ккал,1 ч 15 мин,https://1000.menu/cooking/31899-kish-loren-klassicheskii,Киш лорен классическийиз песочного теста,Приготовь французский пирог по традиционному рецепту!,пирог,"['Песочное тесто - 250 гр', 'Оливковое масло - 20 мл', 'Лук - 80 гр', 'Бекон - 80 гр', 'Твёрдый сыр - 100 гр', 'Яйца - 3 шт.', 'Пшеничная мука - 10 гр', 'Сметана - 300 гр', 'Молоко - 100 мл', 'Соль -  по вкусу', 'Перец черный молотый -  по вкусу']","['Белки 20%', 'Жиры 40%', 'Углеводы 40%']"
551,444 ккал,45 мин,https://1000.menu/cooking/16380-brauni-klassicheskii,Брауни классический шоколадный,"Очень вкусный и аппетитный, просто идеальный к чаю!",пирог,"['Горький шоколад - 200 гр', 'Сливочное масло - 200 гр', 'Пшеничная мука - 125 гр', 'Яйца - 3 шт.', 'Сахарная пудра - 190 гр', 'Какао - 2 стол.л.', 'Соль -  по вкусу']","['Белки 8%', 'Жиры 37%', 'Углеводы 55%']"
552,291 ккал,1 ч 30 мин,https://1000.menu/cooking/51164-pesochnyi-pirog-s-yablokami-v-duxovke,Песочный пирог с яблоками в духовке,"Нежный, рассыпчатый, вкусный, идеально для чаепития!",пирог,"['Пшеничная мука - 2.25 стак.', 'Сахар - 0.67 стак.', 'Разрыхлитель - 1 чайн.л.', 'Сливочное масло - 8 стол.л.', 'Яйца - 1 шт.', 'Соль -  по вкусу', 'Лимонная цедра -  по вкусу', 'Яблоки - 3 шт.', 'Коричневый сахар - 2 стол.л.', 'Молотая корица - 1 чайн.л.', 'Кукурузный крахмал - 4 чайн.л.', 'Лимонный сок -  по вкусу']","['Белки 7%', 'Жиры 24%', 'Углеводы 69%']"
553,148 ккал,1 ч,https://1000.menu/cooking/18029-zalivnoi-pirog-s-yaicom-i-zelenym-lukom-na-kefire,Заливной пирог с яйцом и зеленым луком на кефире,"Быстрый, простой, бюджетный, для всей семьи!",пирог,"['Пшеничная мука - 100 гр', 'Яйца - 1 шт.', 'Кефир - 0.5 стак.', 'Разрыхлитель - 0.3 чайн.л.', 'Соль -  по вкусу', 'Яйца - 2 шт.', 'Зелёный лук - 100 гр', 'Соль -  по вкусу', 'Растительное масло - 1 чайн.л.', 'Кунжут - 1 чайн.л.']","['Белки 27%', 'Жиры 20%', 'Углеводы 53%']"
554,312 ккал,2 ч 30 мин,https://1000.menu/cooking/2658-osetinskii-pirog-s-myasom-recept,Осетинский пирог с мясом в духовке,"Аппетитный, румяный, сытный и очень вкусный!",пирог,"['Пшеничная мука - 280 гр', 'Кефир - 100 мл', 'Молоко - 50 мл', 'Яйца - 1 шт.', 'Растительное масло - 1 стол.л.', 'Сметана - 1 стол.л.', 'Сухие дрожжи - 0.5 чайн.л.', 'Сахар - 0.5 чайн.л.', 'Соль - 0.5 чайн.л.', 'Фарш мясной - 400 гр', 'Лук - 1 шт.', 'Чеснок - 2 зубч.', 'Хмели-сунели - 0.5 чайн.л.', 'Паприка - 0.5 гр', 'Перец черный молотый -  по вкусу', 'Соль -  по вкусу', 'Сливочное масло - 80 гр']","['Белки 18%', 'Жиры 43%', 'Углеводы 39%']"
555,217 ккал,1 ч 45 мин,https://1000.menu/cooking/34427-kurnik-na-margarine-v-duxovke,Курник на маргарине в духовке,"Красивый, оригинальный, праздник каждый день!",пирог,"['Пшеничная мука - 3 стак.', 'Маргарин - 180 гр', 'Вода - 0.3 стак.', 'Куриные яйца - 2 шт.', 'Сода - 4 гр', 'Соль -  по вкусу', 'Куриное филе - 400 гр', 'Картошка - 400 гр', 'Лук репчатый - 1 шт.', 'Соль -  по вкусу', 'Яичные желтки - 1 шт.', 'Вода - 1 стол.л.']","['Белки 24%', 'Жиры 24%', 'Углеводы 51%']"
556,181 ккал,2 ч,https://1000.menu/cooking/41331-nasypnoi-pirog-s-yablokami,Насыпной пирог с яблоками,Выпечка без замеса теста? Нет ничего проще. Скорее готовь!,пирог,"['Яблоки - 1 кг', 'Пшеничная мука - 1 стак.', 'Сахар - 1 стак.', 'Манка - 1 стак.', 'Сливочное масло - 100 гр', 'Разрыхлитель - 10 гр', 'Корица - 1 чайн.л.', 'Лимонный сок - 3 стол.л.', 'Соль -  по вкусу', 'Ванилин -  по вкусу']","['Белки 5%', 'Жиры 14%', 'Углеводы 81%']"
557,279 ккал,4 ч,https://1000.menu/cooking/84651-kubdari-po-gruzinski-s-myasom,Кубдари по грузински с мясом,"Острый, пряный и невероятно вкусный! Оторваться невозможно!",пирог,"['Пшеничная мука - 500 гр', 'Мацони - 250 гр', 'Молоко - 100 мл', 'Растительное масло - 70 мл', 'Сливочное масло - 30 гр', 'Сухие дрожжи - 6 гр', 'Куриные яйца - 1 шт.', 'Сахар - 1 чайн.л.', 'Соль -  по вкусу', 'Говядина - 200 гр', 'Свинина - 200 гр', 'Сало - 60 гр', 'Лук репчатый - 150 гр', 'Чеснок - 2 зубч.', 'Уцхо-сунели - 0.5 чайн.л.', 'Хмели-сунели - 0.5 чайн.л.', 'Специи сухие - 0.5 чайн.л.', 'Зира - 0.5 чайн.л.', 'Перец чили - 2 гр', 'Перец черный молотый - 2 гр', 'Соль -  по вкусу', 'Сливочное масло - 50 гр']","['Белки 21%', 'Жиры 33%', 'Углеводы 46%']"
558,301 ккал,1 ч 20 мин,https://1000.menu/cooking/26429-drojjevoi-otkrytyi-pirog,Дрожжевой открытый пирог,"Воздушный, нежный и невероятно вкусный десерт!",пирог,"['Свежие дрожжи - 10 гр', 'Пшеничная мука - 2.5 стак.', 'Молоко - 1 стак.', 'Сахар - 50 гр', 'Соль -  по вкусу', 'Джем - 1 стак.', 'Яичные желтки - 2 шт.', 'Сливочное масло - 70 гр']","['Белки 10%', 'Жиры 14%', 'Углеводы 76%']"
559,289 ккал,2 ч 40 мин,https://1000.menu/cooking/2591-pirog-s-kuragoi-i-chernoslivom,Пирог трехслойный с черносливом курагой и орехами,"Рассыпчатый, слоеный, насыщенный - просто фейерверк вкуса!",пирог,"['Пшеничная мука - 350 гр', 'Молоко - 120 мл', 'Сливочное масло - 150 гр', 'Сухие дрожжи - 5 гр', 'Сахар - 2 стол.л.', 'Соль - 0.5 чайн.л.', 'Лимоны - 2 шт.', 'Сахар - 100 гр', 'Кукурузный крахмал - 1 стол.л.', 'Грецкие орехи - 50 гр', 'Курага - 200 гр', 'Лимонный сок - 1 стол.л.', 'Вода - 50 мл', 'Сахар - 1 стол.л.', 'Чернослив - 200 гр', 'Лимонный сок - 1 стол.л.', 'Вода - 50 мл', 'Сахар - 1 стол.л.', 'Пшеничная мука - 40 гр', 'Сливочное масло - 30 гр', 'Сахар - 40 гр', 'Грецкие орехи - 20 гр']","['Белки 9%', 'Жиры 21%', 'Углеводы 71%']"
560,197 ккал,3 ч 50 мин,https://1000.menu/cooking/42698-zur-belish-tatarskii-pirog,Зур Бэлиш татарский пирог,"Красивый, пышный, аппетитный, оригинальное оформление!",пирог,"['Пшеничная мука - 380 гр', 'Сметана - 250 гр', 'Сливочное масло - 125 гр', 'Сода - 0.5 чайн.л.', 'Соль - 0.5 чайн.л.', 'Говядина - 500 гр', 'Картошка - 3 шт.', 'Лук репчатый - 2 шт.', 'Мясной бульон - 100 мл', 'Перец черный молотый -  по вкусу', 'Соль -  по вкусу']","['Белки 25%', 'Жиры 25%', 'Углеводы 50%']"
561,184 ккал,2 ч,https://1000.menu/cooking/24997-mannik-s-yablokami,Манник на кефире с яблоками,Популярный рецепт манного пирога с фруктовой начинкой!,пирог,"['Яйца - 2 шт.', 'Манка - 1 стак.', 'Кефир - 1 стак.', 'Сахар - 0.75 стак.', 'Сливочное масло - 50 гр', 'Разрыхлитель - 2 чайн.л.', 'Соль -  по вкусу', 'Ванилин - 0.25 чайн.л.', 'Яблоки - 3 шт.']","['Белки 8%', 'Жиры 14%', 'Углеводы 78%']"
562,384 ккал,1 ч,https://1000.menu/cooking/37684-tertyi-pirog-s-varenem-kroshka,Пирог Крошка с вареньем,"Хрустящий, рассыпчатый. Для угощения семьи и дорогих гостей!",пирог,"['Пшеничная мука - 500 гр', 'Сливочное масло - 200 гр', 'Сахар - 150 гр', 'Яйца - 2 шт.', 'Разрыхлитель - 1 чайн.л.', 'Ванилин - 0.5 чайн.л.', 'Соль - 0.2 гр', 'Варенье - 300 гр']","['Белки 8%', 'Жиры 19%', 'Углеводы 73%']"
563,201 ккал,50 мин,https://1000.menu/cooking/4927-zalivnoi-pirog-na-maioneze-i-smetane-s-kapustoi,Заливной пирог на майонезе и сметане с капустой,"Быстрый, из простых продуктов, на скорую руку!",пирог,"['Яйца - 3 шт.', 'Майонез - 150 гр', 'Сметана - 150 гр', 'Пшеничная мука - 6 стол.л.', 'Разрыхлитель - 2 чайн.л.', 'Сахар - 2 чайн.л.', 'Соль - 0.5 чайн.л.', 'Капуста белокочанная - 500 гр', 'Укроп - 20 гр', 'Сливочное масло - 30 гр', 'Перец черный молотый -  по вкусу', 'Соль - 0.5 чайн.л.', 'Кунжут - 1 чайн.л.']","['Белки 16%', 'Жиры 52%', 'Углеводы 32%']"
564,270 ккал,1 ч 10 мин,https://1000.menu/cooking/58816-pirog-s-krasnoi-ryboi-v-duxovke,Пирог с красной рыбой в духовке,Нежнейший и бесподобно вкусный! На праздник и семейный ужин!,пирог,"['Яйца - 1 шт.', 'Вода - 1 стол.л.', 'Соль -  по вкусу', 'Сливочное масло - 50 гр', 'Разрыхлитель - 0.25 чайн.л.', 'Пшеничная мука - 125 гр', 'Красная рыба - 270 гр', 'Яйца - 1 шт.', 'Соль -  по вкусу', 'Сливки - 100 мл', 'Твёрдый сыр - 25 гр', 'Моцарелла - 35 гр', 'Базилик - 0.3 чайн.л.', 'Итальянские травы - 0.3 чайн.л.']","['Белки 30%', 'Жиры 37%', 'Углеводы 33%']"
565,218 ккал,1 ч,https://1000.menu/cooking/43685-xachapuri-iz-lavasha-s-syrom-v-duxovke,Хачапури из лаваша с сыром в духовке,Сытный и фантастически вкусный! Все будут просить добавку!,пирог,"['Лаваш тонкий - 300 гр', 'Кефир - 200 мл', 'Брынза - 200 гр', 'Сулугуни - 200 гр', 'Яйца - 2 шт.', 'Растительное масло - 1 чайн.л.', 'Соль - 0.2 гр']","['Белки 30%', 'Жиры 28%', 'Углеводы 43%']"
566,421 ккал,1 ч,https://1000.menu/cooking/62378-shokoladnoe-pechene-brauni,Шоколадное печенье брауни,"Ароматная, вкусная, простая и быстрая выпечка к чаю!",пирог,"['Сахар - 125 гр', 'Горький шоколад - 100 гр', 'Пшеничная мука - 65 гр', 'Сливочное масло - 60 гр', 'Какао - 20 гр', 'Разрыхлитель - 4 гр', 'Яйца - 1 шт.', 'Соль - 1 чайн.л.']","['Белки 8%', 'Жиры 28%', 'Углеводы 65%']"
567,242 ккал,1 ч 40 мин,https://1000.menu/cooking/37056-osetinskii-pirog-s-kartoshkoi-i-syrom-recept,Осетинский пирог с картошкой и сыром,Необычайно вкусное и сытное блюдо кавказской кухни.,пирог,"['Пшеничная мука - 350 гр', 'Молоко - 250 мл', 'Растительное масло - 3 стол.л.', 'Сухие дрожжи - 1 чайн.л.', 'Сахар - 1 стол.л.', 'Соль - 0.5 чайн.л.', 'Соль -  по вкусу', 'Картошка - 3 шт.', 'Брынза - 150 гр', 'Твёрдый сыр - 100 гр', 'Сливочное масло - 50 гр', 'Перец черный молотый -  по вкусу', 'Зелень - 20 гр']","['Белки 18%', 'Жиры 27%', 'Углеводы 55%']"
568,210 ккал,2 ч 30 мин,https://1000.menu/cooking/10399-pirog-s-kvashenoi-kapustoi,Пирог с квашеной капустой в духовке,"Пышный, красивый, очень вкусный! С простой овощной начинкой.",пирог,"['Яйца - 1 шт.', 'Сахар - 1.5 стол.л.', 'Соль - 0.5 чайн.л.', 'Сухие дрожжи - 1 чайн.л.', 'Молоко - 130 мл', 'Вода - 70 мл', 'Сливочное масло - 2 стол.л.', 'Растительное масло - 3 стол.л.', 'Пшеничная мука - 360 гр', 'Капуста квашеная - 450 гр', 'Лук репчатый - 1 шт.', 'Растительное масло - 2 стол.л.', 'Перец черный молотый -  по вкусу', 'Яичные желтки - 1 шт.']","['Белки 13%', 'Жиры 26%', 'Углеводы 61%']"
569,377 ккал,1 ч,https://1000.menu/cooking/38210-pirog-s-greckimi-orexami,Пирог с грецкими орехами,"Такой простой, воздушный и ароматный. Покорит ваше сердце.",пирог,"['Пшеничная мука - 120 гр', 'Куриные яйца - 2 шт.', 'Сахар - 120 гр', 'Грецкие орехи - 70 гр', 'Изюм - 70 гр', 'Разрыхлитель - 0.5 чайн.л.', 'Ванилин - 2 гр', 'Сливочное масло - 20 гр']","['Белки 11%', 'Жиры 20%', 'Углеводы 69%']"
570,253 ккал,3 ч,https://1000.menu/cooking/41149-limonnyi-tart-s-merengoi-francuzskii-pirog,Лимонный тарт с меренгой французский пирог,"Воздушный, нежный, красивый, праздничный - и готовить просто",пирог,"['Молоко - 400 мл', 'Яичные желтки - 4 шт.', 'Сахар - 250 гр', 'Кукурузный крахмал - 4 стол.л.', 'Лимоны - 3 шт.', 'Сливочное масло - 80 гр', 'Пшеничная мука - 225 гр', 'Сливочное масло - 155 гр', 'Вода - 5 стол.л.', 'Соль -  по вкусу', 'Яичные белки - 4 шт.', 'Сахар - 200 гр']","['Белки 6%', 'Жиры 23%', 'Углеводы 70%']"
571,176 ккал,1 ч,https://1000.menu/cooking/18470-sharlotka-na-moloke-s-yablokami,Шарлотка на молоке с яблоками,"Вкусный и ароматный, простой и быстрый, на каждый день!",пирог,"['Пшеничная мука - 120 гр', 'Сахар - 80 гр', 'Разрыхлитель - 2 чайн.л.', 'Соль - 0.25 чайн.л.', 'Ванильный сахар - 1 чайн.л.', 'Яйца - 3 шт.', 'Молоко - 100 мл', 'Растительное масло - 3 стол.л.', 'Яйца - 1 шт.', 'Сахар - 60 гр', 'Сливочное масло - 50 гр', 'Яблоки - 800 гр']","['Белки 9%', 'Жиры 27%', 'Углеводы 64%']"
572,273 ккал,50 мин,https://1000.menu/cooking/30670-sloyonyi-pirog-s-kuricei,Слоёный пирог с курицей,Готовь эту простую и вкусную выпечку за полчаса!,пирог,"['Куриное филе - 250 гр', 'Слоёное тесто - 500 гр', 'Твёрдый сыр - 50 гр', 'Морковь - 1 шт.', 'Лук - 1 шт.', 'Кунжут - 1 чайн.л.', 'Соль -  по вкусу', 'Перец -  по вкусу', 'Растительное масло - 1 стол.л.', 'Яйца - 0.5 шт.']","['Белки 23%', 'Жиры 36%', 'Углеводы 40%']"
573,203 ккал,1 ч 15 мин,https://1000.menu/cooking/27397-rulet-s-lukom-i-yaicom-v-duxovke,Рулет с луком и яйцом в духовке,Невероятно вкусная выпечка с нежной и сочной начинкой!,пирог,"['Яйца - 1 шт.', 'Кунжут - 10 гр', 'Пшеничная мука - 450 гр', 'Кефир - 250 гр', 'Растительное масло - 2 стол.л.', 'Сухие дрожжи - 5 гр', 'Сахар - 1 стол.л.', 'Соль - 1 чайн.л.', 'Соль -  по вкусу', 'Куриные яйца - 3 шт.', 'Зелёный лук - 300 гр', 'Сметана - 100 гр']","['Белки 18%', 'Жиры 18%', 'Углеводы 65%']"
574,343 ккал,50 мин,https://1000.menu/cooking/28277-tvorojnyi-pirog-s-pesochnoi-kroshkoi,Творожный пирог с песочной крошкой,"Простой и быстрый, из обычных продуктов, для всей семьи!",пирог,"['Пшеничная мука - 450 гр', 'Сливочное масло - 200 гр', 'Сахар - 200 гр', 'Разрыхлитель - 0.5 чайн.л.', 'Соль - 0.2 чайн.л.', 'Творог - 350 гр', 'Сахар - 150 гр', 'Куриные яйца - 2 шт.', 'Ванилин -  по вкусу']","['Белки 13%', 'Жиры 22%', 'Углеводы 65%']"
575,287 ккал,1 ч 10 мин,https://1000.menu/cooking/324-postnaya-chainaya-kovrizhka,Коврижка постная медовая монастырская,"Наивкуснейшая, ароматная, шоколадная, праздник каждый день!",пирог,"['Пшеничная мука - 250 гр', 'Вода - 250 мл', 'Сахар - 200 гр', 'Подсолнечное масло - 50 мл', 'Изюм - 100 гр', 'Мёд - 4 стол.л.', 'Какао - 2 стол.л.', 'Разрыхлитель - 2 чайн.л.', 'Корица - 1 чайн.л.', 'Имбирь - 0.3 чайн.л.', 'Мускатный орех - 0.3 чайн.л.', 'Соль - 0.25 чайн.л.']","['Белки 6%', 'Жиры 9%', 'Углеводы 85%']"
576,226 ккал,50 мин,https://1000.menu/cooking/72397-pirog-s-ryboi-iz-sloenogo-testa,Пирог с рыбой из слоеного теста,"Красивый, аппетитный, с сочной начинкой, на скорую руку!",пирог,"['Готовое слоеное дрожжевое тесто - 500 гр', 'Рыбное филе - 500 гр', 'Лук репчатый - 2 шт.', 'Морковь - 2 шт.', 'Яичные желтки - 1 шт.', 'Растительное масло - 2 стол.л.', 'Специи сухие -  по вкусу', 'Соль -  по вкусу']","['Белки 20%', 'Жиры 37%', 'Углеводы 43%']"
577,310 ккал,2 ч,https://1000.menu/cooking/9359-drojjevoi-pirog-s-varenem,Сладкий дрожжевой пирог с вареньем,"Воздушная, мягкая, сладкая выпечка для домашнего чаепития!",пирог,"['Молоко - 200 мл', 'Яйца - 2 шт.', 'Сухие дрожжи - 10 гр', 'Сахар - 3 стол.л.', 'Сливочное масло - 100 гр', 'Пшеничная мука - 550 гр', 'Соль - 0.5 чайн.л.', 'Варенье - 300 гр', 'Яичные желтки - 1 шт.']","['Белки 11%', 'Жиры 13%', 'Углеводы 76%']"
578,295 ккал,1 ч 30 мин,https://1000.menu/cooking/48455-mannik-kefirnyi-s-mukoi,Манник на кефире в духовке с мукой,"Простой, доступный, мягкий, вкусный, рассыпчатый!",пирог,"['Яйца - 2 шт.', 'Сахар - 150 гр', 'Манка - 150 гр', 'Кефир - 200 мл', 'Сливочное масло - 100 гр', 'Ванильный сахар - 1 чайн.л.', 'Разрыхлитель - 1.5 чайн.л.', 'Пшеничная мука - 100 гр']","['Белки 10%', 'Жиры 20%', 'Углеводы 69%']"
579,319 ккал,1 ч 10 мин,https://1000.menu/cooking/63806-pirog-s-tvorogom-v-duxovke-prostoi-i-bystryi,Пирог с творогом в духовке простой и быстрый,Настоящее воздушное сладкое лакомство для всей семьи!,пирог,"['Пшеничная мука - 250 гр', 'Творог - 250 гр', 'Сахар - 250 гр', 'Сливочное масло - 150 гр', 'Яйца - 3 шт.', 'Ванильный сахар - 2 чайн.л.', 'Разрыхлитель - 2 чайн.л.', 'Соль - 1 гр', 'Сахарная пудра - 100 гр', 'Лимонный сок - 2 стол.л.', 'Вода - 3 чайн.л.']","['Белки 13%', 'Жиры 22%', 'Углеводы 66%']"
580,197 ккал,50 мин,https://1000.menu/cooking/37076-pirog-na-kefire-na-skovorode,Пирог на кефире на сковороде,"Простой, бюджетный, на скорую руку, невероятно вкусный!",пирог,"['Растительное масло - 1 стол.л.', 'Яйца - 1 шт.', 'Кефир - 150 мл', 'Соль -  по вкусу', 'Сливочное масло - 25 гр', 'Пшеничная мука - 250 гр', 'Разрыхлитель - 0.5 чайн.л.', 'Сайра консервированная - 200 гр', 'Картошка - 1 шт.', 'Зелёный лук - 10 гр', 'Соль -  по вкусу']","['Белки 24%', 'Жиры 16%', 'Углеводы 61%']"
581,311 ккал,1 ч 40 мин,https://1000.menu/cooking/66608-pyshnyi-mannik-na-moloke-v-duxovke,Пышный манник на молоке в духовке,"Мягкий, воздушный, сытный, к чаю на каждый день!",пирог,"['Манка - 250 гр', 'Молоко - 250 гр', 'Пшеничная мука - 80 гр', 'Растительное масло - 80 гр', 'Сливочное масло - 20 гр', 'Разрыхлитель - 15 гр', 'Яйца - 2 шт.', 'Сахар - 200 гр']","['Белки 10%', 'Жиры 19%', 'Углеводы 71%']"
582,408 ккал,30 мин,https://1000.menu/cooking/62445-brauni-klassicheskii-s-kakao,Брауни классический с какао,"Просто и быстро, из доступных продуктов!",пирог,"['Пшеничная мука - 85 гр', 'Какао - 45 гр', 'Яйца - 2 шт.', 'Сахар - 200 гр', 'Сливочное масло - 115 гр', 'Соль -  по вкусу']","['Белки 9%', 'Жиры 28%', 'Углеводы 63%']"
583,239 ккал,1 ч 10 мин,https://1000.menu/cooking/14655-pirog-s-zamorojennoi-klubnikoi,Пирог с замороженной клубникой в духовке,"Ароматный, просто тающий во рту, на праздничный стол!",пирог,"['Пшеничная мука - 300 гр', 'Сахар - 250 гр', 'Сметана - 350 гр', 'Сливочное масло - 100 гр', 'Разрыхлитель - 1 чайн.л.', 'Клубника - 500 гр', 'Яйца - 2 шт.', 'Сахар - 2 стол.л.', 'Ванильный сахар - 2 чайн.л.', 'Сметана - 2 стол.л.', 'Пшеничная мука - 3 стол.л.']","['Белки 9%', 'Жиры 21%', 'Углеводы 70%']"
584,201 ккал,1 ч 5 мин,https://1000.menu/cooking/25030-zalivnoi-pirog-s-kapustoi-i-yaicom,Заливной пирог с капустой и яйцом,"Румяный, пышный, из самых простых продуктов!",пирог,"['Пшеничная мука - 0.5 стак.', 'Кефир - 0.5 стак.', 'Яйца - 1 шт.', 'Сливочное масло - 15 гр', 'Растительное масло - 25 мл', 'Разрыхлитель - 0.5 чайн.л.', 'Соль -  по вкусу', 'Капуста - 250 гр', 'Яйца - 1 шт.', 'Растительное масло - 2 стол.л.', 'Соль -  по вкусу']","['Белки 16%', 'Жиры 48%', 'Углеводы 35%']"
585,182 ккал,1 ч,https://1000.menu/cooking/93508-lenivaya-achma-s-tvorogom-iz-lavasha,Ленивая ачма с творогом из лаваша,Идеальное блюдо для домашних посиделок. Вкусно!,пирог,"['Творог - 500 гр', 'Кефир - 180 мл', 'Лаваш тонкий - 160 гр', 'Сливочное масло - 50 гр', 'Зелень кинзы - 20 гр', 'Куриные яйца - 1 шт.', 'Перец черный молотый -  по вкусу', 'Соль -  по вкусу']","['Белки 35%', 'Жиры 32%', 'Углеводы 32%']"
586,330 ккал,1 ч,https://1000.menu/cooking/33534-pirog-iz-sloenogo-testa-s-myasom,Пирог из слоеного теста с мясом,"Аппетитный, оригинальный, сытный, наивкуснейший!",пирог,"['Фарш мясной - 400 гр', 'Помидоры черри - 200 гр', 'Сыр любой - 200 гр', 'Бекон - 100 гр', 'Растительное масло - 2 стол.л.', 'Смесь трав -  по вкусу', 'Паприка -  по вкусу', 'Перец черный молотый -  по вкусу', 'Соль -  по вкусу', 'Томатная паста - 3 стол.л.', 'Майонез - 2 стол.л.', 'Готовое слоеное дрожжевое тесто - 500 гр', 'Растительное масло - 1 стол.л.']","['Белки 15%', 'Жиры 52%', 'Углеводы 33%']"
587,184 ккал,1 ч,https://1000.menu/cooking/24995-darginskoe-chudu-s-kartoshkoi,Чуду с картошкой и сыром,"Аппетитные, румяные, из обычных продуктов, для всей семьи!",пирог,"['Пшеничная мука - 2.5 стак.', 'Кефир - 200 мл', 'Сода - 1 чайн.л.', 'Соль - 0.5 чайн.л.', 'Картошка - 5 шт.', 'Адыгейский сыр - 250 гр', 'Сметана - 3 стол.л.', 'Соль -  по вкусу', 'Сливочное масло - 2 стол.л.']","['Белки 20%', 'Жиры 17%', 'Углеводы 63%']"
588,203 ккал,5 мин,https://1000.menu/cooking/18955-pirog-v-mikrovolnovke-za-5-minut-yablochnyi,Быстрый пирог в микроволновке за 5 минут с яблоками,"Просто, быстро и вкусно. На каждый день!",пирог,"['Яйца - 2 шт.', 'Сахар - 120 гр', 'Пшеничная мука - 120 гр', 'Яблоки - 2 шт.', 'Сода - 0.3 чайн.л.', 'Растительное масло - 10 гр', 'Ванилин -  по вкусу', 'Молотая корица -  по вкусу']","['Белки 11%', 'Жиры 9%', 'Углеводы 80%']"
589,269 ккал,2 ч,https://1000.menu/cooking/42707-pirog-s-brokkoli-i-kuricei,Песочный пирог с брокколи и курицей,"Сытный, ароматный, с нежной начинкой и хрустящим тестом!",пирог,"['Пшеничная мука - 250 гр', 'Сливки - 100 мл', 'Сливочное масло - 70 гр', 'Разрыхлитель - 0.5 чайн.л.', 'Соль -  по вкусу', 'Брокколи - 200 гр', 'Курица - 300 гр', 'Лук - 1 шт.', 'Растительное масло - 2 стол.л.', 'Яйца - 3 шт.', 'Сливки - 100 мл', 'Твёрдый сыр - 100 гр', 'Соль -  по вкусу', 'Перец черный молотый -  по вкусу']","['Белки 24%', 'Жиры 41%', 'Углеводы 34%']"
590,285 ккал,2 ч 40 мин,https://1000.menu/cooking/56745-sdobnyi-drojjevoi-pirog-s-povidlom,Сдобный дрожжевой пирог с повидлом,"Пышный, румяный, сладкий! Из обычных продуктов!",пирог,"['Молоко - 180 мл', 'Сахар - 40 гр', 'Соль - 0.5 чайн.л.', 'Сухие дрожжи - 4 гр', 'Сливочное масло - 30 гр', 'Растительное масло - 30 гр', 'Ванильный сахар - 10 гр', 'Пшеничная мука - 315 гр', 'Повидло - 300 гр', 'Яичные желтки - 1 шт.', 'Сметана - 1 чайн.л.']","['Белки 8%', 'Жиры 13%', 'Углеводы 79%']"
591,390 ккал,5 мин,https://1000.menu/cooking/36407-brauni-v-mikrovolnovke,Шоколадный брауни в микроволновке в кружке за 5 минут,"Самый быстрый, из минимума продуктов, на скорую руку!",пирог,"['Темный шоколад - 50 гр', 'Сахар - 2 стол.л.', 'Сливочное масло - 1 стол.л.', 'Яйца - 1 шт.', 'Пшеничная мука - 2 стол.л.']","['Белки 10%', 'Жиры 30%', 'Углеводы 60%']"
592,287 ккал,1 ч 40 мин,https://1000.menu/cooking/59757-pirog-slezy-angela-s-tvorogom,Пирог Слезы ангела с творогом,"Эффектный, красивый, очень нежный и вкусный!",пирог,"['Пшеничная мука - 200 гр', 'Сливочное масло - 120 гр', 'Яйца - 1 шт.', 'Сахар - 1 стол.л.', 'Разрыхлитель - 1 чайн.л.', 'Соль - 0.5 чайн.л.', 'Яичные белки - 3 шт.', 'Сахарная пудра - 3 стол.л.', 'Творог - 450 гр', 'Сливки жирные - 100 мл', 'Сахар - 75 гр', 'Яичные желтки - 3 шт.', 'Манка - 1 стол.л.', 'Ванильный экстракт - 1 чайн.л.']","['Белки 20%', 'Жиры 32%', 'Углеводы 48%']"
593,149 ккал,1 ч,https://1000.menu/cooking/64727-zalivnoi-pirog-s-kartoshkoi-v-duxovke,Заливной пирог с картошкой в духовке,"Простой, быстрый и вкусный, в дополнение к семейному обеду!",пирог,"['Картошка - 5 шт.', 'Лук репчатый - 1 шт.', 'Сметана - 210 гр', 'Пшеничная мука - 220 гр', 'Яйца - 3 шт.', 'Сода - 0.3 чайн.л.', 'Растительное масло - 20 гр', 'Специи сухие -  по вкусу', 'Соль - 0.5 чайн.л.']","['Белки 16%', 'Жиры 19%', 'Углеводы 65%']"
594,212 ккал,2 ч 40 мин,https://1000.menu/cooking/27713-pirog-s-moivoi,Пирог с мойвой,"Такой вкусный, что обязательно захочется ещё кусочек!",пирог,"['Пшеничная мука - 500 гр', 'Сухие дрожжи - 1 чайн.л.', 'Молоко - 100 мл', 'Вода - 100 мл', 'Растительное масло - 50 мл', 'Куриные яйца - 1 шт.', 'Сахар - 1 стол.л.', 'Соль - 1 чайн.л.', 'Соль - 0.3 чайн.л.', 'Мойва - 500 гр', 'Лук репчатый - 1 шт.']","['Белки 21%', 'Жиры 17%', 'Углеводы 62%']"
